Purity of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;LevelOfSale;DrugGroup;Drug;Specify;Year;Typical;Minimum;Maximum;Measurement
Asia;East and South-East Asia;China;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2021;16;2;22;
Asia;East and South-East Asia;China;Retail;Opioids;Heroin;;2021;40;2;80;
Asia;East and South-East Asia;China;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2021;90;2;99;% (percent)
Asia;East and South-East Asia;China;Wholesale;Amphetamine-type stimulants;Methamphetamine tablets;;2021;16;2;24;% (percent)
Asia;East and South-East Asia;China;Wholesale;Opioids;Heroin;;2021;45;2;85;% (percent)
Asia;East and South-East Asia;China;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2022;62;2;99;% (percent)
Asia;East and South-East Asia;China;Wholesale;Amphetamine-type stimulants;Methamphetamine tablets;;2022;17;2;22;mg/tablet
Asia;East and South-East Asia;China;Wholesale;Opioids;Heroin;;2022;40;2;84;% (percent)
Asia;East and South-East Asia;China;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2023;70,7;0,4;99,8;% (percent)
Asia;East and South-East Asia;China;Wholesale;Amphetamine-type stimulants;Methamphetamine tablets;;2023;16,5;2,2;51,5;mg/tablet
Asia;East and South-East Asia;China;Wholesale;Opioids;Heroin;;2023;33,8;0,6;95,1;% (percent)
Asia;East and South-East Asia;China;Retail;ATS;Amphetamine;;2019;15,6;3,3;23,2;mg/tablet
Asia;East and South-East Asia;China;Retail;ATS;Methamphetamine;;2019;72;1,6;79;% (percent)
Asia;East and South-East Asia;China;Retail;Cocaine-type;Cocaine salts;;2019;40;18;78;% (percent)
Asia;East and South-East Asia;China;Retail;Opioids;Heroin;;2019;35;2;70;% (percent)
Asia;East and South-East Asia;China;Retail;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;2019;62;2;83;% (percent)
Asia;East and South-East Asia;China;Wholesale;ATS;Amphetamine;;2019;16,6;1,3;24,2;mg/tablet
Asia;East and South-East Asia;China;Wholesale;ATS;Methamphetamine;;2019;76;5;79;% (percent)
Asia;East and South-East Asia;China;Wholesale;Cocaine-type;Cocaine salts;;2019;70;38;83;% (percent)
Asia;East and South-East Asia;China;Wholesale;Opioids;Heroin;;2019;45;2;78;% (percent)
Asia;East and South-East Asia;China;Wholesale;Substances not under international control;Ketamine and phencyclidine-type substances;Ketamine;2019;69;13;83;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;96;89;99;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Cocaine-type drugs;“Crack” cocaine;;2020;67;62;82;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;73;50;84;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Opioids;Heroin;;2020;76;66;83;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;97;95;99;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Cocaine-type drugs;“Crack” cocaine;;2021;82;69;87;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;71;54;83;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Opioids;Heroin;;2021;79;72;84;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;98;95;99;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Cocaine-type drugs;“Crack” cocaine;;2022;79;72;85;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;76;59;82;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Opioids;Heroin;;2022;81;73;85;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;97;96;99;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Cocaine-type drugs;“Crack” cocaine;;2023;77;56;89;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;77;65;85;% (percent)
Asia;East and South-East Asia;China, Hong Kong SAR;Retail;Opioids;Heroin;;2023;81;78;85;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;“Ecstasy”-type substances;MDMA;;2020;;7,78;39,3;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;;17,5;80,3;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Cocaine-type drugs;Cocaine-type drugs;;2020;;21,7;98,9;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Opioids;Codeine;;2020;;0,09;0,12;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Opioids;Heroin;;2020;;70,2;77,3;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;“Ecstasy”-type substances;MDMA;;2021;;17,5;80,3;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;;6,58;80;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2021;;;5,18;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2021;;0,54;7,07;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Cocaine-type drugs;Cocaine-type drugs;;2021;;20,3;85,1;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;“Ecstasy”-type substances;MDMA;;2022;;17,5;80,3;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;;6,58;80;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2022;;;5,18;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Cannabis-type drugs;Cannabis/hashish oil;;2022;;0,54;7,07;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;;20,3;85,1;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;“Ecstasy”-type substances;MDMA;;2023;;9,4;39,3;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;;21,2;80,3;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2023;;;15,5;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Cocaine-type drugs;Cocaine-type drugs;;2023;;32,7;97,9;% (percent)
Asia;East and South-East Asia;China, Macao SAR;Retail;Opioids;Heroin;;2023;;60,6;84,7;% (percent)
Asia;East and South-East Asia;Indonesia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;96,5;95,6;99,65;% (percent)
Asia;East and South-East Asia;Indonesia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2021;89,96;61,72;96,93;% (percent)
Asia;East and South-East Asia;Indonesia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2022;93,57;89,35;98,86;% (percent)
Asia;East and South-East Asia;Indonesia;Wholesale;“Ecstasy”-type substances;MDMA;;2023;41,66;19,25;61,87;% (percent)
Asia;East and South-East Asia;Indonesia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2023;96,13;93,16;98,16;% (percent)
Asia;East and South-East Asia;Indonesia;Retail;ATS;Methamphetamine;;2019;77,41;72,32;80,25;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;“Ecstasy”-type substances;MDMA;;2020;;30;50;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;;50;80;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2020;;20;35;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Opioids;Heroin;;2020;;3;10;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Sedatives and tranquilizers (please specify);Benzodiazepines;;2020;;3;4;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;“Ecstasy”-type substances;MDMA;;2020;50;30;50;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;79;70;80;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Amphetamine-type stimulants;Methamphetamine tablets;;2020;20;20;35;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;70;70;80;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Opioids;Heroin;;2020;3;3;70;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Sedatives and tranquilizers (please specify);Benzodiazepines;;2020;3;3;4;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;“Ecstasy”-type substances;MDMA;;2021;35;15;50;
Asia;East and South-East Asia;Malaysia;Retail;Amphetamine-type stimulants;Amphetamine tablets;;2021;12;12;22;
Asia;East and South-East Asia;Malaysia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;70;50;80;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2021;16;16;18;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;30;50;60;
Asia;East and South-East Asia;Malaysia;Retail;Opioids;Heroin;;2021;3;3;10;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Sedatives and tranquilizers (please specify);Benzodiazepines;;2021;3;3;5;
Asia;East and South-East Asia;Malaysia;Wholesale;“Ecstasy”-type substances;MDMA;;2021;35;15;50;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Amphetamine-type stimulants;Amphetamine tablets;;2021;12;12;22;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2021;70;10;80;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Amphetamine-type stimulants;Methamphetamine tablets;;2021;16;16;18;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;70;70;80;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Opioids;Heroin;;2021;3;3;70;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Sedatives and tranquilizers (please specify);Benzodiazepines;;2021;3;3;5;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;“Ecstasy”-type substances;MDMA;;2022;40;30;60;
Asia;East and South-East Asia;Malaysia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;75;10;80;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2022;14;30;20;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Opioids;Heroin;;2022;3;0,1;5;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Sedatives and tranquilizers (please specify);Benzodiazepines;;2022;5;4;5;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;“Ecstasy”-type substances;MDMA;;2022;40;30;60;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2022;75;10;80;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Amphetamine-type stimulants;Methamphetamine tablets;;2022;14;10;20;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;70;65;80;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Opioids;Heroin;;2022;60;3;80;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Sedatives and tranquilizers (please specify);Benzodiazepines;;2022;5;4;5;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;“Ecstasy”-type substances;MDMA;;2023;30;40;50;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;10;70;80;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2023;15;16;18;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;60;70;80;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Opioids;Heroin;;2023;2;4;5;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Sedatives and tranquilizers (please specify);Benzodiazepines;;2023;3;4;5;% (percent)
Asia;East and South-East Asia;Malaysia;Retail;Sedatives and tranquilizers (please specify);Sedatives and tranquilizers (please specify);;2023;50;75;85;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;“Ecstasy”-type substances;MDMA;;2023;30;40;50;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2023;10;70;80;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Amphetamine-type stimulants;Methamphetamine tablets;;2023;15;16;18;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;60;70;80;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Opioids;Heroin;;2023;2;4;70;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Sedatives and tranquilizers (please specify);Benzodiazepines;;2023;3;4;5;% (percent)
Asia;East and South-East Asia;Malaysia;Wholesale;Sedatives and tranquilizers (please specify);Sedatives and tranquilizers (please specify);;2023;50;75;85;% (percent)
Asia;East and South-East Asia;Philippines;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;;19,7;83,11;% (percent)
Asia;East and South-East Asia;Philippines;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;;24,45;86,24;% (percent)
Asia;East and South-East Asia;Philippines;Wholesale;“Ecstasy”-type substances;MDMA;;2021;49,26;11,26;98,5;% (percent)
Asia;East and South-East Asia;Philippines;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2021;70,33;0,43;99,01;% (percent)
Asia;East and South-East Asia;Philippines;Retail;“Ecstasy”-type substances;MDMA;;2022;20,05;0,28;34,9;% (percent)
Asia;East and South-East Asia;Philippines;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;67,97;6,18;99,64;% (percent)
Asia;East and South-East Asia;Philippines;Retail;Cocaine-type drugs;Cocaine-type drugs;;2022;80,63;58,42;92,98;% (percent)
Asia;East and South-East Asia;Philippines;Wholesale;“Ecstasy”-type substances;MDMA;;2023;21,25;;;% (percent)
Asia;East and South-East Asia;Philippines;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2023;70,7;;;% (percent)
Asia;East and South-East Asia;Philippines;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;77,21;;;% (percent)
Asia;East and South-East Asia;Republic of Korea;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2023;96,9;83;98,5;% (percent)
Asia;East and South-East Asia;Singapore;Retail;“Ecstasy”-type substances;MDMA;;2020;37,1;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;75,29;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2020;22,37;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Opioids;Heroin;;2020;1,94;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;“Ecstasy”-type substances;MDMA;;2020;43,63;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;79,4;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;Opioids;Heroin;;2020;2,89;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2021;23,27;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;“Ecstasy”-type substances;MDMA;;2021;23,27;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Amphetamine-type stimulants;Amphetamine-type stimulants;;2021;73,35;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;73,35;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Opioids;Heroin;;2021;2,33;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Opioids;Opioids;;2021;2,33;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;“Ecstasy”-type substances;“Ecstasy”-type substances;;2021;35,54;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;“Ecstasy”-type substances;MDMA;;2021;35,54;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;Amphetamine-type stimulants;Amphetamine-type stimulants;;2021;78,96;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2021;78,96;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;Opioids;Heroin;;2021;1,99;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;Opioids;Opioids;;2021;1,99;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2022;26,37;;;
Asia;East and South-East Asia;Singapore;Retail;“Ecstasy”-type substances;MDMA;;2022;26,37;;;
Asia;East and South-East Asia;Singapore;Retail;Amphetamine-type stimulants;Amphetamine-type stimulants;;2022;78;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;78;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2022;7,28;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Opioids;Heroin;;2022;2,53;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Opioids;Opioids;;2022;2,53;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;“Ecstasy”-type substances;“Ecstasy”-type substances;;2022;42,91;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;“Ecstasy”-type substances;MDMA;;2022;42,91;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;Amphetamine-type stimulants;Amphetamine-type stimulants;;2022;79,12;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2022;79,12;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;Opioids;Heroin;;2022;2,71;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;Opioids;Opioids;;2022;2,71;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;“Ecstasy”-type substances;MDMA;;2023;34,63;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;78,69;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2023;5,35;;;% (percent)
Asia;East and South-East Asia;Singapore;Retail;Opioids;Heroin;;2023;2,15;;;% (percent)
Asia;East and South-East Asia;Singapore;Wholesale;“Ecstasy”-type substances;MDMA;;2023;35,46;;;% (percent)
