Purity of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;LevelOfSale;DrugGroup;Drug;Specify;Year;Typical;Minimum;Maximum;Measurement
Europe;Western and Central Europe;Luxembourg;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2021;30,59;0,4;62,96;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cannabis-type drugs;Cannabis-type drugs;;2021;19,64;0,28;98,42;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;56,49;5,57;100;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cocaine-type drugs;Cocaine-type drugs;;2021;56,49;5,57;100;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Opioids;Heroin;;2021;14,75;1,82;58,94;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Opioids;Opioids;;2021;14,75;1,82;58,94;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2022;47,78;0,1;91,63;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;“Ecstasy”-type substances;MDMA;;2022;47,78;0,1;91,63;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;52,86;19,48;86,01;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Amphetamine-type stimulants;Amphetamine tablets;;2022;1,45;0,87;3,03;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Amphetamine-type stimulants;Amphetamine-type stimulants;;2022;27,16;0,87;86,1;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;13,29;0,3;39,85;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2022;32,21;0,35;73,38;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cannabis-type drugs;Cannabis-type drugs;;2022;22,04;0,56;73,38;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cocaine-type drugs;“Crack” cocaine;;2022;23,48;0,11;62,09;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;65,73;0,43;100;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Opioids;Heroin;;2022;14,05;1,34;57,75;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Opioids;Opioids;;2022;14,05;1,34;57,75;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2023;42,75;1,59;95,68;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;“Ecstasy”-type substances;MDMA;;2023;42,75;1,59;95,68;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;22,93;2,04;100;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Amphetamine-type stimulants;Amphetamine tablets;;2023;7,1;6,66;7,54;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Amphetamine-type stimulants;Amphetamine-type stimulants;;2023;22,21;1,9;100;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;14,26;0,26;45,64;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;31,76;0,29;87,84;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cannabis-type drugs;Cannabis-type drugs;;2023;24,43;0,26;87,84;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;69,26;11,51;99,85;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cocaine-type drugs;Cocaine-type drugs;;2023;69,26;11,51;99,85;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Opioids;Heroin;;2023;11,78;1,16;53,49;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Opioids;Opioids;;2023;11,78;1,16;53,49;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;76,3;11,4;89,16;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;171,489;77,1;271,1;mg/tablet
Europe;Western and Central Europe;Luxembourg;Retail;ATS;Amphetamine;;2019;24,84;8,51;54,94;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cannabis-type;Hashish (resin);;2019;27,84;0,36;60,11;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cannabis-type;Marijuana (herb);;2019;12,81;0,28;44,47;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cannabis-type;Other types of cannabis;;2019;17,75;0,03;60,11;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Cocaine-type;Cocaine salts;;2019;50,34;0,27;96,65;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Opioids;Heroin;;2019;14,74;1,96;55,57;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Opioids;Heroin;Beige;2019;14,67;1,96;55,4;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Opioids;Heroin;Brown;2019;20,45;9,23;55,57;% (percent)
Europe;Western and Central Europe;Luxembourg;Retail;Opioids;Heroin;White;2019;3,55;2,28;9,99;% (percent)
Europe;Western and Central Europe;Malta;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2021;20;0,2;22;% (percent)
Europe;Western and Central Europe;Malta;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2021;15;11;18;% (percent)
Europe;Western and Central Europe;Malta;Retail;Cocaine-type drugs;“Crack” cocaine;;2021;18;18;21;
Europe;Western and Central Europe;Malta;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;22;15;80;
Europe;Western and Central Europe;Malta;Retail;Opioids;Heroin;;2021;21;18;65;
Europe;Western and Central Europe;Malta;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2021;20;0,2;22;% (percent)
Europe;Western and Central Europe;Malta;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2021;15;11;18;% (percent)
Europe;Western and Central Europe;Malta;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2021;18;18;21;
Europe;Western and Central Europe;Malta;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;22;15;80;
Europe;Western and Central Europe;Malta;Wholesale;Opioids;Heroin;;2021;21;18;65;% (percent)
Europe;Western and Central Europe;Malta;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;5;0,2;25;% (percent)
Europe;Western and Central Europe;Malta;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2022;12;15;18;% (percent)
Europe;Western and Central Europe;Malta;Retail;Cocaine-type drugs;“Crack” cocaine;;2022;20;15;25;% (percent)
Europe;Western and Central Europe;Malta;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;28;15;80;% (percent)
Europe;Western and Central Europe;Malta;Retail;Opioids;Heroin;;2022;22;5;45;% (percent)
Europe;Western and Central Europe;Malta;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2022;5;0,2;22;% (percent)
Europe;Western and Central Europe;Malta;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2022;12;5;18;
Europe;Western and Central Europe;Malta;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2022;20;15;25;% (percent)
Europe;Western and Central Europe;Malta;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;28;15;80;% (percent)
Europe;Western and Central Europe;Malta;Wholesale;Opioids;Heroin;;2022;22;5;45;
Europe;Western and Central Europe;Netherlands;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2020;166;;;mg/tablet
Europe;Western and Central Europe;Netherlands;Retail;Amphetamine-type stimulants;Amphetamine powder;;2020;50;;;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2020;14,6;0,6;26,8;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2020;27,5;9,9;71,6;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;69;;;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;Hallucinogens;Lysergic acid diethylamide (LSD);;2020;74;;;
Europe;Western and Central Europe;Netherlands;Retail;“Ecstasy”-type substances;MDMA;;2021;148;;;mg/tablet
Europe;Western and Central Europe;Netherlands;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;51,7;;;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2021;14,6;;;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2021;24,3;;;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;71,3;;;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;“Ecstasy”-type substances;MDMA;;2023;138;117;163;mg/tablet
Europe;Western and Central Europe;Netherlands;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;47,9;;;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;17,2;3,1;25,1;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;26,8;0,4;61,3;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;72;;;% (percent)
Europe;Western and Central Europe;Netherlands;Retail;Hallucinogens;Lysergic acid diethylamide (LSD);;2023;54;;;
Europe;Western and Central Europe;Norway;Wholesale;“Ecstasy”-type substances;“Ecstasy”-type substances;;2020;166;103;233;mg/tablet
Europe;Western and Central Europe;Norway;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2020;28;1;100;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;26;12;55;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2020;17;1;29;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2020;26;1;42;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;50;8;95;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Opioids;Heroin;;2020;15;2;63;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;“Ecstasy”-type substances;MDMA;;2021;159;92;224;mg/tablet
Europe;Western and Central Europe;Norway;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2021;24;1;94;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2021;28;;;
Europe;Western and Central Europe;Norway;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2021;15;1;24;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2021;25;2;37;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;58;1;95;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Opioids;Heroin;;2021;17;10;67;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;“Ecstasy”-type substances;MDMA;;2022;140;85;192;mg/tablet
Europe;Western and Central Europe;Norway;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2022;1;99;28;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2022;36;;;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2022;15;1;27;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2022;29;3;48;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;78;3;98;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Opioids;Heroin;;2022;13;6;58;% (percent)
Europe;Western and Central Europe;Norway;Retail;“Ecstasy”-type substances;MDMA;;2023;136;61;196;mg/tablet
Europe;Western and Central Europe;Norway;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;20;1;65;% (percent)
Europe;Western and Central Europe;Norway;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;31;13;46;% (percent)
Europe;Western and Central Europe;Norway;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;14;1;32;% (percent)
Europe;Western and Central Europe;Norway;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;29;1;42;% (percent)
Europe;Western and Central Europe;Norway;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;83;24;94;% (percent)
Europe;Western and Central Europe;Norway;Retail;Opioids;Heroin;;2023;11;4;18;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;“Ecstasy”-type substances;MDMA;;2023;136;61;196;mg/tablet
Europe;Western and Central Europe;Norway;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2023;20;1;55;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2023;31;13;46;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2023;14;1;32;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2023;29;1;42;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;89;2;97;% (percent)
Europe;Western and Central Europe;Norway;Wholesale;Opioids;Heroin;;2023;13;7;53;% (percent)
Europe;Western and Central Europe;Poland;Retail;Amphetamine-type stimulants;Amphetamine powder;;2020;13;3;97;% (percent)
Europe;Western and Central Europe;Poland;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2020;10;0,2;56;% (percent)
Europe;Western and Central Europe;Poland;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;14,64;0,9;98;% (percent)
Europe;Western and Central Europe;Poland;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;11,4;0,1;48,08;% (percent)
Europe;Western and Central Europe;Poland;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;10,3;0,1;86,4;% (percent)
Europe;Western and Central Europe;Poland;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;13;0,1;73,7;% (percent)
Europe;Western and Central Europe;Portugal;Retail;“Ecstasy”-type substances;MDMA;;2020;77,2;71,9;95,8;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Cocaine-type drugs;“Crack” cocaine;;2020;24,6;15,1;53,9;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;84;7,6;99,9;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Opioids;Heroin;;2020;19,4;5;44,7;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;“Ecstasy”-type substances;MDMA;;2020;73,3;1,6;99,2;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2020;23,2;3,1;89,2;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2020;6,5;0,2;40,5;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2020;17;0,2;73,7;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2020;42,7;6,8;99,6;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;47,8;1,5;99,5;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Opioids;Heroin;;2020;14;0,5;52,4;% (percent)
Europe;Western and Central Europe;Portugal;Retail;“Ecstasy”-type substances;MDMA;;2021;49,7;7,1;96,8;
Europe;Western and Central Europe;Portugal;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;21,9;3,6;63;
Europe;Western and Central Europe;Portugal;Retail;Cocaine-type drugs;“Crack” cocaine;;2021;40,2;3;99,3;
Europe;Western and Central Europe;Portugal;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;46,3;1;99,8;
Europe;Western and Central Europe;Portugal;Retail;Opioids;Heroin;;2021;11,9;1,4;42,2;
Europe;Western and Central Europe;Portugal;Wholesale;“Ecstasy”-type substances;MDMA;;2021;80,2;62,9;90,5;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2021;6,6;0,2;44,1;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2021;20,7;0,2;89,2;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2021;51;22;84,5;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;60;9,7;98,8;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Opioids;Heroin;;2021;18,7;8;33,1;% (percent)
Europe;Western and Central Europe;Portugal;Retail;“Ecstasy”-type substances;MDMA;;2022;;3,8;93,7;
Europe;Western and Central Europe;Portugal;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;;0,9;79;
Europe;Western and Central Europe;Portugal;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;;37,4;44,3;
Europe;Western and Central Europe;Portugal;Retail;Cocaine-type drugs;“Crack” cocaine;;2022;30;7,8;99,4;
Europe;Western and Central Europe;Portugal;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;17,8;1,2;98,7;
Europe;Western and Central Europe;Portugal;Retail;Opioids;Heroin;;2022;18,6;0,1;64,2;
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2022;8,5;0,1;56;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2022;21,8;0,1;88,1;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2022;;22,5;60,1;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;51,3;12,8;99,7;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Opioids;Heroin;;2022;;3,1;41,2;% (percent)
Europe;Western and Central Europe;Portugal;Retail;“Ecstasy”-type substances;MDMA;;2023;63,2;1,9;99,9;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;13,4;0,8;25,2;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Amphetamine-type stimulants;Amphetamine tablets;;2023;2;0,3;6,5;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;21,5;16,7;62,5;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Cocaine-type drugs;“Crack” cocaine;;2023;0,9;99,6;46,5;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;56,3;2,3;99,35;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Opioids;Heroin;;2023;21,7;0,1;50,8;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;“Ecstasy”-type substances;MDMA;;2023;61,6;25,2;88,7;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2023;9,7;0,2;57,2;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2023;29,7;80,5;0,2;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type drugs;Cannabis/hashish oil;;2023;76,2;35,3;90,1;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2023;39;0,6;87,8;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;83,8;2,3;99,3;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Opioids;Heroin;;2023;28,8;0,2;52,7;% (percent)
Europe;Western and Central Europe;Portugal;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;71,7;2,2;92,5;% (percent)
Europe;Western and Central Europe;Portugal;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;186;10,9;228,5;mg/tablet
Europe;Western and Central Europe;Portugal;Retail;ATS;Amphetamine;;2019;12,8;1,2;52,7;% (percent)
Europe;Western and Central Europe;Portugal;Retail;ATS;Methamphetamine;;2019;49,4;9,5;92,5;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Cocaine-type;Coca paste/cocaine base;Cocaine base;2019;53,8;22;99,2;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Cocaine-type;Cocaine salts;;2019;51,1;2,8;99,9;% (percent)
Europe;Western and Central Europe;Portugal;Retail;Opioids;Heroin;;2019;12;1,2;44,2;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;“Ecstasy”-type substances;Ecstasy-type substances;;2019;72,7;55;79,1;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;ATS;Amphetamine;;2019;23,7;23,7;23,7;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type;Cannabis oil;;2019;24,1;24,1;24,1;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type;Hashish (resin);;2019;15,4;0,5;51,4;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cannabis-type;Marijuana (herb);;2019;10,9;0,5;52,1;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cocaine-type;Coca paste/cocaine base;Cocaine base;2019;47,4;14,5;60;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Cocaine-type;Cocaine salts;;2019;81,6;24,1;99,3;% (percent)
Europe;Western and Central Europe;Portugal;Wholesale;Opioids;Heroin;;2019;24,8;4,7;43,3;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;“Ecstasy”-type substances;MDMA;;2020;145;34;282;mg/tablet
Europe;Western and Central Europe;Slovakia;Retail;Amphetamine-type stimulants;Amphetamine tablets;;2020;13,4;2;22,9;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;55,8;0,1;80,3;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2020;10,3;0,1;46,4;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2020;13,6;0,1;32,5;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;51,2;15,9;85,9;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Opioids;Heroin;;2020;16,1;7,1;47,1;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;55;10;85;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2021;20;0,2;40;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;20;0,2;40;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Opioids;Heroin;;2021;20;0,5;25;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Cannabis-type drugs;Cannabis-type drugs;;2023;15;3;40;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;30;20;80;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Opioids;Morphine;;2023;3;2;10;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;141;19;223;mg/tablet
Europe;Western and Central Europe;Slovakia;Retail;ATS;Amphetamine;;2019;35;6;74;mg/tablet
Europe;Western and Central Europe;Slovakia;Retail;ATS;Methamphetamine;;2019;56;1;80;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Cannabis-type;Hashish (resin);;2019;16;1;42;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Cannabis-type;Marijuana (herb);;2019;10;1;42;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Cocaine-type;Cocaine salts;;2019;53;12;88;% (percent)
Europe;Western and Central Europe;Slovakia;Retail;Opioids;Heroin;;2019;10;3;24;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;“Ecstasy”-type substances;MDMA;;2021;75,3;36,7;78,4;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;26,8;2,5;73,1;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;80;80;80;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2021;3,7;0;16,9;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2021;12,1;0,7;32,6;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Cannabis-type drugs;Cannabis/hashish oil;;2021;28,5;25,3;31,6;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;75,6;23,4;88,3;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Opioids;Heroin;;2021;17,1;4;54,8;% (percent)
Europe;Western and Central Europe;Slovenia;Wholesale;“Ecstasy”-type substances;MDMA;;2021;138;12;220;mg/tablet
Europe;Western and Central Europe;Slovenia;Retail;“Ecstasy”-type substances;MDMA;;2022;119,5;112,2;126,8;mg/tablet
Europe;Western and Central Europe;Slovenia;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;15;2,7;32;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;79,4;79,1;79,7;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;2,3;0;18,8;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;68,4;12,4;87,5;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Opioids;Heroin;;2022;18,1;7,8;53,3;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;“Ecstasy”-type substances;MDMA;;2023;77,5;;;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;19,5;;;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;80;;;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;9,9;;;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;14,1;;;
Europe;Western and Central Europe;Slovenia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;76,5;;;% (percent)
Europe;Western and Central Europe;Slovenia;Retail;Opioids;Heroin;;2023;15,8;;;% (percent)
Europe;Western and Central Europe;Spain;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;33,5;32;35;% (percent)
Europe;Western and Central Europe;Spain;Retail;Opioids;Heroin;;2020;21;20;22;% (percent)
