Prices of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;DrugGroup;Drug;Specify;LevelOfSale;Year;Typical_USD;Minimum_USD;Maximum_USD;Unit
Asia;East and South-East Asia;China, Hong Kong SAR;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2022;$27.311,33;$17.643,60;$45.758,40;Kilograms
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2022;$30.000,00;$25.000,00;$30.000,00;Kilograms
Asia;East and South-East Asia;Philippines;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2023;$32.772,13;$20.186,78;$64.142,03;Kilograms
Europe;Western and Central Europe;Germany;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2020;$34.897,03;$33.180,78;$66.867,28;Kilograms
Americas;Central America;El Salvador;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2023;$35.000,00;$30.000,00;$40.000,00;Kilograms
Asia;East and South-East Asia;Philippines;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2023;$35.919,54;$32.327,59;$46.695,40;Kilograms
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2023;$37.837,84;$10.810,81;$64.864,86;Kilograms
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2022;$42.149,63;$21.074,82;$63.224,45;Kilograms
Europe;Western and Central Europe;United Kingdom;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2020;$44.987,15;$25.706,94;$51.413,88;Kilograms
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2020;$45.766,59;$22.883,30;$68.649,89;Kilograms
Asia;South Asia;Sri Lanka;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2022;$47.229,67;;;Kilograms
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2021;$47.449,58;$23.724,79;$71.174,38;Kilograms
Americas;Central America;El Salvador;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2020;$50.000,00;$50.000,00;$50.000,00;Kilograms
Americas;Central America;El Salvador;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2021;$50.000,00;$50.000,00;$50.000,00;Kilograms
Americas;Central America;El Salvador;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2022;$50.000,00;$50.000,00;$50.000,00;Kilograms
Asia;Near and Middle East/ South-West Asia;Qatar;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2023;$54.809,54;$41.107,15;$68.511,92;Kilograms
Africa;East Africa;Kenya;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2021;$73.120,13;;;Kilograms
Oceania;Australia and New Zealand;Australia;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2020;$85.635,36;$43.508,29;$172.651,93;Kilograms
Oceania;Australia and New Zealand;New Zealand;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2021;$106.307,58;$7.087,17;$173.635,72;Kilograms
Asia;Near and Middle East/ South-West Asia;Qatar;Amphetamine-type stimulants;Methamphetamine powder;;Wholesale;2020;$136.314,07;;$272.628,14;Kilograms
Asia;East and South-East Asia;Thailand;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2022;;$1,44;$2,80;Tablets
Asia;East and South-East Asia;Thailand;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2020;;$1,59;$3,19;
Europe;Western and Central Europe;Italy;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2023;;$26,78;$34,75;Tablets
Oceania;Australia and New Zealand;Australia;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2020;;$34,53;$69,06;Tablets
Asia;East and South-East Asia;Myanmar;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2023;$0,91;;;Tablets
Asia;East and South-East Asia;Cambodia;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2020;$1,00;;;Tablets
Asia;East and South-East Asia;Myanmar;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2022;$1,04;;;Tablets
Asia;East and South-East Asia;Thailand;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2023;$1,44;$0,86;$2,87;Tablets
Asia;East and South-East Asia;Myanmar;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2021;$2,21;;;Tablets
Asia;East and South-East Asia;Myanmar;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2020;$2,54;;;Tablets
Asia;East and South-East Asia;Thailand;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2021;$3,14;;;Tablets
Asia;South Asia;India;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2021;$4,29;;;Tablets
Africa;West and Central Africa;Gambia;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2022;$5,21;$5,11;$5,39;Tablets
Europe;Western and Central Europe;Slovenia;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2023;$5,41;$3,24;$10,81;Grams
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2022;$13,70;$6,32;$21,07;Tablets
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2021;$15,42;$7,12;$23,72;Tablets
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2023;$21,62;$16,22;$43,24;Grams
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2021;$23,72;$17,79;$35,59;Grams
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2022;$30,00;$10,00;$60,00;Tablets
Asia;East and South-East Asia;China;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2021;$36,70;;;
Europe;Eastern Europe;Russian Federation;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2020;$39,62;;;Grams
Asia;East and South-East Asia;Republic of Korea;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2021;$43,91;$43,91;$61,47;Tablets
Asia;East and South-East Asia;Republic of Korea;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2023;$50,00;;;Tablets
Asia;East and South-East Asia;Republic of Korea;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2022;$60,00;$50,00;$70,00;Grams
Asia;East and South-East Asia;China;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2020;$76,19;;;Grams
Asia;East and South-East Asia;China;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2022;$96,22;;;Tablets
Asia;East and South-East Asia;China;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2023;$273,46;;;Grams
Asia;East and South-East Asia;Malaysia;Amphetamine-type stimulants;Methamphetamine tablets;;Retail;2021;$12.088,97;;;Kilograms
Asia;East and South-East Asia;Malaysia;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2020;;$3,57;$3,57;Tablets
Asia;East and South-East Asia;Timor-Leste;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2023;;$50,00;$100,00;Tablets
Europe;Western and Central Europe;Italy;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2023;;$12.398,18;$13.468,00;1000 tablets
Asia;East and South-East Asia;Myanmar;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2023;$0,68;;;Tablets
Asia;East and South-East Asia;Myanmar;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2022;$0,78;;;Tablets
Asia;East and South-East Asia;Myanmar;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2021;$1,89;;;Tablets
Americas;Central America;Guatemala;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2020;$1,94;$1,94;$2,59;Grams
Asia;East and South-East Asia;Myanmar;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2020;$2,17;;;Tablets
Africa;West and Central Africa;Gambia;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2022;$5,02;$4,57;$5,11;Tablets
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2022;$7,00;$5,00;$10,00;Tablets
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2023;$10,00;$6,00;$25,00;Kilograms
Asia;Central Asia and Transcaucasia;Tajikistan;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2020;$15,00;$10,00;;
Asia;East and South-East Asia;Republic of Korea;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2021;$15,81;$15,81;$15,81;Tablets
Asia;East and South-East Asia;China;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2022;$16,38;;;Tablets
Asia;East and South-East Asia;Republic of Korea;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2022;$18,00;;;Tablets
Asia;East and South-East Asia;Republic of Korea;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2023;$20,00;;;Tablets
Asia;East and South-East Asia;China;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2021;$23,69;;;Tablets
Africa;Southern Africa;Namibia;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2022;$28,00;;;Grams
Europe;Eastern Europe;Belarus;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2020;$40,47;$32,38;$48,56;Grams
Asia;East and South-East Asia;China;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2020;$51,81;$8,38;$144,93;Grams
Asia;East and South-East Asia;Thailand;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2023;$431,13;$431,13;$574,84;1000 tablets
Asia;East and South-East Asia;Malaysia;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2022;$2.276,35;$967,45;$2.276,35;1000 tablets
Asia;East and South-East Asia;Thailand;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2022;$3.600,00;;;Kilograms
Europe;Western and Central Europe;Estonia;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2021;$4.744,96;$3.558,72;$7.117,44;Kilograms
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2021;$5.753,26;$8.303,68;$9.489,92;1000 tablets
Europe;Western and Central Europe;Austria;Amphetamine-type stimulants;Methamphetamine tablets;;Wholesale;2022;$8.429,93;$7.376,19;$9.483,67;1000 tablets
Asia;East and South-East Asia;Thailand;Amphetamine-type stimulants (excluding “ecstasy”);“Yaba”;;Retail;2020;;$1,59;$3,19;Tablets
Asia;South Asia;Bangladesh;Amphetamine-type stimulants (excluding “ecstasy”);“Yaba”;;Retail;2021;$3,06;$2,57;$3,52;Tablets
Asia;South Asia;Bangladesh;Amphetamine-type stimulants (excluding “ecstasy”);“Yaba”;;Retail;2020;$3,28;$2,78;$3,74;Tablets
Asia;East and South-East Asia;Thailand;Amphetamine-type stimulants (excluding “ecstasy”);“Yaba”;;Wholesale;2020;;$797,09;$956,51;
Asia;South Asia;Bangladesh;Amphetamine-type stimulants (excluding “ecstasy”);“Yaba”;;Wholesale;2021;$1,68;$1,44;$1,90;Tablets
Asia;South Asia;Bangladesh;Amphetamine-type stimulants (excluding “ecstasy”);“Yaba”;;Wholesale;2020;$1,77;$1,48;$2,00;Tablets
Europe;Western and Central Europe;Finland;Amphetamine-type stimulants (excluding “ecstasy”);3,4-Methylenedioxypyrovalerone (MDPV);;Retail;2021;$355,87;;;Grams
Asia;East and South-East Asia;Thailand;Amphetamine-type stimulants (excluding “ecstasy”);Non-specified amphetamine-type stimulants;Crystal Methamphetamine;Retail;2021;$34,00;;;Grams
Oceania;Australia and New Zealand;Australia;Amphetamine-type stimulants (excluding “ecstasy”);Non-specified amphetamine-type stimulants;Crystalline methamphetamine (ice);Wholesale;2021;$7.524,45;$3.386,00;$7.524,45;Grams
Oceania;Australia and New Zealand;Australia;Amphetamine-type stimulants (excluding “ecstasy”);Non-specified amphetamine-type stimulants;Crystalline methamphetamine (ice);Wholesale;2021;$225.733,63;$150.489,09;$240.782,54;Kilograms
Europe;Western and Central Europe;Hungary;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;"synthetic cathinones: under street name ""crystal""";Retail;2021;$16,53;$8,27;$49,59;Grams
Europe;Western and Central Europe;Portugal;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;mephedrone;Retail;2022;$20,99;;;Grams
Europe;Western and Central Europe;Hungary;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;MDMA;Retail;2021;$49,59;$16,53;$82,66;Grams
Europe;Western and Central Europe;Germany;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Crystal Meth;Retail;2021;$84,46;$53,38;$142,35;Grams
Europe;Western and Central Europe;Finland;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;MDMA powder/chrystal-like;Retail;2022;$100,11;$89,57;$105,37;Grams
Europe;Western and Central Europe;Germany;Amphetamine-type stimulants (excluding “ecstasy”);Other stimulants;Crystal Methampehtamine;Wholesale;2021;$33.163,70;$15.421,12;$59.311,98;Kilograms
Oceania;Australia and New Zealand;India;ATS;Amphetamine;;Retail;2019;;$4,26;$11,37;Gram
Oceania;Australia and New Zealand;Serbia;ATS;Amphetamine;;Retail;2019;;$11,20;$16,80;Gram
Asia;East and South-East Asia;Russian Federation;ATS;Amphetamine;;Retail;2019;;$18,43;$38,39;Gram
Asia;East and South-East Asia;Egypt;ATS;Amphetamine;Captagon;Retail;2019;;$20,72;$23,68;Tablet
Asia;East and South-East Asia;Republic of Moldova;ATS;Amphetamine;;Retail;2019;;$33,59;$44,79;Gram
Asia;East and South-East Asia;Czechia;ATS;Amphetamine;;Retail;2019;;$43,67;$87,35;Gram
Europe;Western and Central Europe;Türkiye;ATS;Amphetamine;Captagon;Retail;2019;$1,77;;;Tablet
Asia;East and South-East Asia;Myanmar;ATS;Amphetamine;;Retail;2019;$1,96;;;Tablet
Europe;Western and Central Europe;Bangladesh;ATS;Amphetamine;;Retail;2019;$5,93;$3,56;$11,85;100 milligram
Europe;Western and Central Europe;Bulgaria;ATS;Amphetamine;;Retail;2019;$6,30;$5,72;$6,87;Tablet
Europe;Eastern Europe;United Kingdom;ATS;Amphetamine;;Retail;2019;$6,36;$6,36;$12,72;Gram
Europe;Western and Central Europe;Spain;ATS;Amphetamine;;Retail;2019;$6,84;;;Dose
Europe;Western and Central Europe;Bulgaria;ATS;Amphetamine;;Retail;2019;$7,44;$6,87;$9,16;Gram
Europe;Western and Central Europe;Slovakia;ATS;Amphetamine;;Retail;2019;$7,84;$3,36;$13,44;Tablet
Oceania;Australia and New Zealand;Luxembourg;ATS;Amphetamine;;Retail;2019;$8,12;$3,36;$11,20;Tablet
Asia;East and South-East Asia;Belgium;ATS;Amphetamine;;Retail;2019;$8,96;$2,80;$16,80;Gram
Asia;East and South-East Asia;Poland;ATS;Amphetamine;;Retail;2019;$10,40;$7,80;$15,59;Gram
Europe;Western and Central Europe;Hungary;ATS;Amphetamine;;Retail;2019;$10,53;$6,94;$17,47;Gram
Europe;Western and Central Europe;Germany;ATS;Amphetamine;;Retail;2019;$10,64;$5,15;$21,28;Gram
Asia;South Asia;Lithuania;ATS;Amphetamine;;Retail;2019;$10,64;$6,72;$13,44;Gram
Europe;South-Eastern Europe;Pakistan;ATS;Amphetamine;;Retail;2019;$10,64;$10,64;$10,64;Gram
Europe;Eastern Europe;Greece;ATS;Amphetamine;;Retail;2019;$11,20;$5,60;$16,80;Gram
Africa;North Africa;Ukraine;ATS;Amphetamine;;Retail;2019;$13,00;$11,00;$15,00;Gram
Europe;Eastern Europe;Myanmar;ATS;Amphetamine;;Retail;2019;$13,09;;;Gram
Europe;Western and Central Europe;Latvia;ATS;Amphetamine;;Retail;2019;$13,44;$11,20;$16,80;Gram
Europe;South-Eastern Europe;Luxembourg;ATS;Amphetamine;;Retail;2019;$13,74;$1,12;$158,69;Gram
Asia;East and South-East Asia;Saudi Arabia;ATS;Amphetamine;;Retail;2019;$14,66;$9,33;$26,66;Tablet
Asia;South Asia;Denmark;ATS;Amphetamine;;Retail;2019;$15,00;$7,50;$22,50;Gram
Europe;South-Eastern Europe;Tajikistan;ATS;Amphetamine;;Retail;2019;$15,00;$6,00;$25,00;Unit
Europe;Western and Central Europe;Ireland;ATS;Amphetamine;;Retail;2019;$16,80;;;Gram
Europe;Western and Central Europe;France;ATS;Amphetamine;;Retail;2019;$16,80;$11,20;$22,40;Gram
Europe;South-Eastern Europe;Sweden;ATS;Amphetamine;;Retail;2019;$21,17;$8,47;$34,40;Gram
Europe;Western and Central Europe;Estonia;ATS;Amphetamine;;Retail;2019;$22,40;$16,80;$28,00;Gram
Europe;Western and Central Europe;Iran (Islamic Republic of);ATS;Amphetamine;;Retail;2019;$23,18;;;Gram
Europe;Western and Central Europe;Zambia;ATS;Amphetamine;;Retail;2019;$23,37;$15,58;$38,95;Gram
Europe;Western and Central Europe;Iceland;ATS;Amphetamine;;Retail;2019;$24,55;;;Gram
Europe;Western and Central Europe;Spain;ATS;Amphetamine;;Retail;2019;$28,96;;;Gram
Europe;Western and Central Europe;Portugal;ATS;Amphetamine;;Retail;2019;$32,19;$12,64;$61,59;Gram
Europe;Western and Central Europe;Finland;ATS;Amphetamine;;Retail;2019;$33,59;$16,80;$55,99;Gram
Asia;Near and Middle East/ South-West Asia;Italy;ATS;Amphetamine;;Retail;2019;$42,09;$36,33;$47,86;Unit
Europe;Western and Central Europe;Tajikistan;ATS;Amphetamine;;Retail;2019;$70,00;$50,00;$100,00;Gram
Europe;Eastern Europe;Belarus;ATS;Amphetamine;;Retail;2019;$90,00;$80,00;$100,00;Gram
Asia;East and South-East Asia;Australia;ATS;Amphetamine;;Retail;2019;$139,18;;;Gram
Europe;Western and Central Europe;Kuwait;ATS;Amphetamine;;Retail;2019;$328,95;;;200 tablets
Europe;Western and Central Europe;Egypt;ATS;Amphetamine;Captagon;Wholesale;2019;;$14,80;$17,76;Tablet
Asia;Near and Middle East/ South-West Asia;Russian Federation;ATS;Amphetamine;;Wholesale;2019;;$2.917,33;$46.063,14;Kilogram
Europe;Western and Central Europe;Serbia;ATS;Amphetamine;;Wholesale;2019;;$3.359,46;$5.599,10;Kilogram
Asia;Central Asia and Transcaucasia;India;ATS;Amphetamine;;Wholesale;2019;;$3.552,90;$14.211,61;Kilogram
Europe;Western and Central Europe;Finland;ATS;Amphetamine;;Wholesale;2019;;$11.198,21;$16.797,31;Kilogram
Europe;Western and Central Europe;Bangladesh;ATS;Amphetamine;;Wholesale;2019;$2,37;$1,19;$11,85;100 milligram
Europe;Western and Central Europe;Tajikistan;ATS;Amphetamine;;Wholesale;2019;$15,00;$6,00;$25,00;Unit
Europe;Western and Central Europe;Lebanon;ATS;Amphetamine;Captagon;Wholesale;2019;$15,00;$10,00;$20,00;Tablet
Asia;Near and Middle East/ South-West Asia;Belarus;ATS;Amphetamine;;Wholesale;2019;$30,00;$20,00;$40,00;Gram
Africa;Southern Africa;Belgium;ATS;Amphetamine;;Wholesale;2019;$1.175,81;$783,87;$1.623,74;Kilogram
Europe;Western and Central Europe;United Kingdom;ATS;Amphetamine;;Wholesale;2019;$1.272,26;$1.272,26;$3.816,79;Kilogram
Europe;Western and Central Europe;Saudi Arabia;ATS;Amphetamine;;Wholesale;2019;$1.432,95;$666,49;$3.998,93;Kilogram
