Prices of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;DrugGroup;Drug;Specify;LevelOfSale;Year;Typical_USD;Minimum_USD;Maximum_USD;Unit
Asia;Near and Middle East/ South-West Asia;Egypt;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;;$32.742,87;$65.485,74;Kilograms
Asia;Near and Middle East/ South-West Asia;Czechia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;;$33.826,45;$54.122,32;Kilograms
Asia;Near and Middle East/ South-West Asia;Czechia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;;$36.997,63;;Kilograms
Americas;Central America;Italy;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;;$37.068,18;$43.893,84;Kilograms
Americas;Central America;Bulgaria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;;$38.056,21;$49.765,81;Kilograms
Americas;South America;Bosnia and Herzegovina;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;;$38.461,54;$43.203,37;Kilograms
Americas;South America;Czechia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;;$38.645,94;$53.674,39;Kilograms
Americas;Caribbean;Czechia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;;$40.045,77;$54.919,91;Kilograms
Americas;Central America;Latvia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;;$41.518,39;$59.311,98;Kilograms
Africa;West and Central Africa;Latvia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;;$42.149,63;$57.955,74;Kilograms
Americas;North America;Bosnia and Herzegovina;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;;$43.243,24;$48.648,65;Kilograms
Africa;East Africa;Egypt;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;;$63.836,58;$766.038,94;Kilograms
Africa;East Africa;Egypt;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;;$79.097,24;$131.828,73;Kilograms
Europe;South-Eastern Europe;New Zealand;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;;$85.995,09;$159.705,16;Kilograms
Asia;South Asia;Australia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;;$90.293,45;$225.733,63;Kilograms
Asia;South Asia;Australia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;;$99.535,50;$185.799,60;Kilograms
Asia;South Asia;Australia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;;$104.311,54;$312.934,63;Kilograms
Asia;South Asia;New Zealand;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;;$114.431,02;$190.718,37;Kilograms
Asia;South Asia;Azerbaijan;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;;$170.000,00;$180.000,00;Kilograms
Americas;Caribbean;Thailand;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$2,29;$1,63;$2,46;Grams
Europe;Western and Central Europe;Costa Rica;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$10,00;;;Units
Europe;Western and Central Europe;Portugal;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$18,98;$15,26;$22,69;Grams
Europe;Western and Central Europe;Namibia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$27,17;;;Kilograms
Africa;West and Central Africa;Namibia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$28,00;;;Kilograms
Europe;Western and Central Europe;Kenya;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$37,55;;;Grams
Europe;Western and Central Europe;Lithuania;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$44,26;$31,61;$57,96;Grams
Americas;South America;Lithuania;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$51,89;$27,03;$64,86;Grams
Americas;South America;Togo;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$65,96;$65,96;$69,26;Grams
Americas;South America;Poland;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$67,42;$67,42;$67,42;Grams
Africa;North Africa;Gibraltar;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$82,53;$82,53;$82,53;Grams
Europe;South-Eastern Europe;Syrian Arab Republic;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$100,00;$95,00;$110,00;Grams
Europe;South-Eastern Europe;Syrian Arab Republic;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$100,00;$95,00;$110,00;Grams
Africa;North Africa;Zimbabwe;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$100,00;$100,00;$100,00;Kilograms
Europe;Western and Central Europe;Algeria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$100,63;$89,44;$111,81;Grams
Europe;Western and Central Europe;Latvia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$102,97;$102,97;$148,74;Grams
Europe;Western and Central Europe;China, Hong Kong SAR;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$103,00;$73,74;$172,23;Grams
Europe;South-Eastern Europe;Algeria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$103,28;$51,64;$118,04;Grams
Europe;South-Eastern Europe;Malta;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$105,37;;;Grams
Europe;Western and Central Europe;Algeria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$112,97;$84,73;$127,09;Grams
Europe;Western and Central Europe;Armenia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$139,31;$99,51;$159,21;Grams
Europe;Western and Central Europe;Algeria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$149,95;$142,05;$157,84;Grams
Europe;Western and Central Europe;Armenia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$161,69;$138,59;$184,79;Grams
Europe;South-Eastern Europe;Armenia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$184,11;;;Grams
Africa;North Africa;Armenia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$205,91;$193,04;$257,39;Grams
Africa;North Africa;New Zealand;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$260,76;$195,57;$325,95;Grams
Oceania;Australia and New Zealand;Saudi Arabia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$266,00;;;Grams
Oceania;Australia and New Zealand;Qatar;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$272,11;;$272,11;Grams
Oceania;Australia and New Zealand;Mauritius;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$343,30;;;Grams
Oceania;Australia and New Zealand;Costa Rica;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$697,42;$619,93;$774,92;Kilograms
Oceania;Australia and New Zealand;Costa Rica;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$826,83;$734,96;$918,70;Kilograms
Asia;Central Asia and Transcaucasia;Colombia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$1.134,85;;;Kilograms
Asia;East and South-East Asia;Ghana;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$1.137,66;$875,12;$1.312,68;Kilograms
Americas;Central America;Colombia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$1.215,06;;;Kilograms
Europe;Western and Central Europe;Peru;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$1.291,51;;;Kilograms
Africa;Southern Africa;Bolivia (Plurinational State of);Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$2.000,00;$1.600,00;$2.300,00;Kilograms
Africa;Southern Africa;Bolivia (Plurinational State of);Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$2.000,00;$2.000,00;$2.500,00;Kilograms
Africa;East Africa;Ecuador;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$2.088,00;;;Kilograms
Europe;Western and Central Europe;Peru;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$2.201,00;;;Kilograms
Europe;Western and Central Europe;Ecuador;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$2.300,00;$2.000,00;$3.000,00;Kilograms
Africa;West and Central Africa;Bolivia (Plurinational State of);Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$2.400,00;$2.000,00;$2.600,00;Kilograms
Europe;Western and Central Europe;Bolivia (Plurinational State of);Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$2.600,00;$2.500,00;$3.000,00;Kilograms
Europe;Western and Central Europe;Brazil;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$2.643,26;;;Kilograms
Asia;Near and Middle East/ South-West Asia;Peru;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$2.800,00;;;Kilograms
Asia;Near and Middle East/ South-West Asia;Ghana;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$3.156,79;$2.981,41;$4.033,67;Kilograms
Africa;Southern Africa;Greece;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$4.741,83;$3.161,22;$6.322,44;Kilograms
Africa;North Africa;New Zealand;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$5.669,74;$4.252,30;$9.922,04;Ounce
Europe;Western and Central Europe;Costa Rica;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$7.300,22;$6.489,08;$8.111,35;Kilograms
Asia;East and South-East Asia;Paraguay;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$7.557,22;$719,74;$7.917,09;Kilograms
Africa;North Africa;Honduras;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$8.000,00;$10.000,00;$12.000,00;Kilograms
Europe;Western and Central Europe;Uruguay;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$8.558,34;$8.558,34;$11.767,72;Units
Africa;North Africa;Finland;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$9.725,40;;;Kilograms
Asia;Central Asia and Transcaucasia;Mexico;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$10.201,67;;;Kilograms
Africa;North Africa;Mexico;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$10.201,67;;;Kilograms
Asia;Central Asia and Transcaucasia;Mexico;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$10.201,67;;;Kilograms
Asia;Central Asia and Transcaucasia;Mexico;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$10.201,67;$500,00;$21.000,00;Kilograms
Asia;Central Asia and Transcaucasia;Dominican Republic;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$10.204,62;$9.760,95;$10.648,30;Kilograms
Oceania;Australia and New Zealand;Honduras;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$11.750,00;$8.500,00;$15.000,00;Kilograms
Asia;Near and Middle East/ South-West Asia;Gambia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$12.118,02;$11.591,15;$13.066,39;Kilograms
Asia;Near and Middle East/ South-West Asia;Honduras;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$12.500,00;$8.500,00;$13.000,00;Kilograms
Africa;East Africa;Honduras;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$13.000,00;$12.000,00;$15.000,00;Kilograms
Americas;Central America;El Salvador;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$13.000,00;$12.500,00;$15.000,00;Kilograms
Americas;Central America;El Salvador;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$13.000,00;$12.500,00;$15.000,00;Kilograms
Americas;South America;Guatemala;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$13.298,18;;;Kilograms
Africa;West and Central Africa;Guatemala;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$13.301,53;$12.946,66;$13.335,06;Kilograms
Americas;South America;Guatemala;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$13.356,43;;;Kilograms
Americas;South America;El Salvador;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$14.000,00;$12.500,00;$15.000,00;Kilograms
Americas;South America;El Salvador;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$15.000,00;$14.000,00;$17.000,00;Kilograms
Americas;South America;Ghana;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$16.000,00;$14.000,00;$19.000,00;Kilograms
Americas;South America;Ghana;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$18.000,00;$16.000,00;$20.000,00;Kilograms
Americas;South America;Panama;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2019;$18.000,00;$18.000,00;$20.000,00;Kilograms
Americas;South America;Belgium;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$25.945,95;$20.540,54;$34.594,59;Kilograms
Americas;South America;Ireland;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$26.343,52;$26.343,52;$36.880,93;Kilograms
Americas;South America;Ireland;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$27.027,03;$27.027,03;$37.837,84;Kilograms
Americas;South America;United Arab Emirates;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$27.566,02;;;Kilograms
Americas;South America;Togo;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$28.911,62;$24.093,02;$32.124,02;Kilograms
Africa;West and Central Africa;Poland;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$30.729,83;;;Kilograms
Europe;Western and Central Europe;United Arab Emirates;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$30.969,23;;;Kilograms
Oceania;Australia and New Zealand;Montenegro;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$31.612,22;$31.612,22;$36.880,93;Kilograms
Americas;Central America;Belgium;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$31.863,01;$26.343,52;$40.042,15;Kilograms
Americas;South America;Mali;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$32.124,02;$32.124,02;$40.155,03;Kilograms
Americas;Central America;Greece;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$32.432,43;$27.027,03;$37.837,84;Kilograms
Americas;South America;Montenegro;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$32.432,43;$32.432,43;$37.837,84;Kilograms
Europe;Western and Central Europe;Belgium;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$33.180,78;$29.748,28;$39.816,93;Kilograms
Americas;North America;France;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$33.719,70;$29.504,74;$37.934,67;Kilograms
Americas;North America;Ireland;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$34.324,94;$28.604,12;$40.045,77;Kilograms
Americas;North America;United Kingdom;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$34.610,63;$34.610,63;$39.555,01;Kilograms
Americas;North America;Sweden;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$34.849,77;$6.593,20;$56.513,14;Kilograms
Americas;Caribbean;France;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$35.228,11;$31.659,46;$39.962,16;Kilograms
Americas;Central America;Ireland;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$35.587,19;$29.655,99;$41.518,39;Kilograms
Africa;West and Central Africa;Montenegro;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$35.587,19;$35.587,19;$41.518,39;Kilograms
Americas;Central America;Pakistan;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$35.923,15;$32.330,84;$39.515,47;Kilograms
Americas;Central America;Kenya;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$36.560,06;;;Kilograms
Americas;Central America;Montenegro;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$36.613,27;$34.324,94;$45.766,59;Kilograms
Americas;Central America;Bulgaria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$37.715,52;$35.021,55;$43.103,45;Kilograms
Americas;Central America;Spain;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$37.865,95;;;Kilograms
Americas;Central America;Slovenia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$37.934,67;$33.719,70;$42.149,63;Kilograms
Americas;Central America;Norway;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$37.936,27;$30.349,01;$45.523,52;Kilograms
Americas;Central America;Belgium;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$38.039,15;$31.909,85;$44.602,61;Kilograms
Americas;Central America;United Kingdom;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$38.514,44;$38.514,44;$44.016,51;Kilograms
Africa;West and Central Africa;France;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$38.552,79;$33.214,71;$43.001,19;Kilograms
Africa;West and Central Africa;Croatia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$38.901,60;$27.459,95;$42.334,10;Kilograms
Americas;Central America;Slovenia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$38.918,92;$34.594,59;$43.243,24;Kilograms
Europe;Western and Central Europe;Bosnia and Herzegovina;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$39.145,91;$37.959,67;$53.380,78;Kilograms
Europe;Western and Central Europe;Sweden;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$39.256,61;$23.852,12;$54.661,10;Kilograms
Europe;Western and Central Europe;Germany;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$40.479,45;$30.249,74;$52.145,42;Kilograms
Asia;Near and Middle East/ South-West Asia;Pakistan;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$40.694,12;$39.460,96;$41.927,27;Kilograms
Africa;West and Central Africa;Spain;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$40.913,04;$41.131,58;$41.216,25;Kilograms
Europe;Western and Central Europe;Russian Federation;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$40.981,93;$30.053,41;$109.285,14;Kilograms
Asia;Near and Middle East/ South-West Asia;Poland;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$42.099,79;$31.185,03;$54.573,80;Kilograms
Europe;South-Eastern Europe;Germany;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$42.207,57;$29.189,19;$54.652,97;Kilograms
Europe;Western and Central Europe;Spain;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$42.754,45;;;Kilograms
Africa;West and Central Africa;Poland;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$43.223,97;$28.530,67;$83.214,46;Kilograms
Europe;Western and Central Europe;Denmark;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$43.554,01;$39.198,61;$50.813,01;Kilograms
Europe;South-Eastern Europe;Croatia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$43.890,87;$28.469,75;$54.567,02;Kilograms
Europe;Western and Central Europe;Italy;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$43.970,25;$40.168,19;$47.773,46;Kilograms
Europe;Western and Central Europe;Germany;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$44.049,82;$36.773,43;$53.380,78;Kilograms
Europe;Western and Central Europe;Bulgaria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$44.296,12;$39.441,75;$48.543,69;Kilograms
Europe;Western and Central Europe;Slovenia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$45.077,11;$37.959,67;$51.008,30;Kilograms
Europe;Western and Central Europe;Germany;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$45.588,10;$33.704,81;$62.337,53;Kilograms
Europe;Western and Central Europe;Greece;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$45.670,23;$37.959,67;$53.380,78;Kilograms
Europe;Western and Central Europe;Slovenia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$45.766,59;$40.045,77;$57.208,24;Kilograms
Europe;South-Eastern Europe;Denmark;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$46.033,45;$30.688,97;$53.705,69;Kilograms
Asia;Near and Middle East/ South-West Asia;Sweden;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$46.351,84;$27.265,79;$89.977,10;Kilograms
Africa;East Africa;Sweden;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$46.800,05;$8.190,01;$50.895,05;Kilograms
Europe;South-Eastern Europe;India;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$47.227,09;;;Kilograms
Europe;South-Eastern Europe;Denmark;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$47.449,58;$31.637,01;$60.106,76;Kilograms
Europe;Western and Central Europe;Malaysia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$48.355,90;;;Kilograms
Europe;Western and Central Europe;Greece;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$48.627,00;$40.045,77;$57.208,24;Kilograms
Europe;Western and Central Europe;Austria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$49.525,82;$35.827,19;$63.224,45;Kilograms
Europe;Western and Central Europe;Austria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$49.729,73;$34.594,59;$64.864,86;Kilograms
Europe;Western and Central Europe;Bulgaria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$49.778,76;$44.247,79;$55.309,73;Kilograms
Europe;Western and Central Europe;United Kingdom;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$51.413,88;$38.560,41;$52.699,23;Kilograms
Europe;South-Eastern Europe;Romania;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$51.487,41;$40.045,77;$68.649,89;Kilograms
Europe;Western and Central Europe;Estonia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$51.487,41;$40.045,77;$80.091,53;Kilograms
Europe;South-Eastern Europe;United Arab Emirates;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$51.729,10;;;Kilograms
Europe;Western and Central Europe;Estonia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$52.687,04;$26.343,52;$79.030,56;Kilograms
Europe;Western and Central Europe;Romania;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$52.687,04;$36.880,93;$73.761,85;Kilograms
Asia;Near and Middle East/ South-West Asia;Estonia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$54.054,05;$32.432,43;$91.891,89;Kilograms
Europe;Western and Central Europe;Tunisia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$54.269,18;$54.269,18;$72.358,90;Kilograms
Europe;Eastern Europe;Qatar;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$54.809,54;$41.107,15;$68.511,92;Kilograms
Europe;Western and Central Europe;Pakistan;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$55.747,23;$48.004,56;$63.489,90;Kilograms
Europe;Western and Central Europe;Austria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$55.753,26;$40.332,15;$71.174,38;Kilograms
Europe;Western and Central Europe;Morocco;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$59.194,95;$39.463,30;$78.926,60;Kilograms
Europe;Western and Central Europe;Morocco;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$59.235,86;$39.490,57;$78.981,14;Kilograms
Europe;Western and Central Europe;India;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$59.666,68;;;Kilograms
Europe;South-Eastern Europe;Austria;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$61.784,90;$43.478,26;$80.091,53;Kilograms
Europe;Western and Central Europe;Sri Lanka;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$62.972,89;;;Kilograms
Europe;Western and Central Europe;Republic of Moldova;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$63.224,45;;;Kilograms
Europe;South-Eastern Europe;China, Hong Kong SAR;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$64.150,89;$37.973,94;$92.436,44;Kilograms
Europe;Western and Central Europe;Republic of Moldova;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$64.864,86;;;Kilograms
Europe;Western and Central Europe;China, Hong Kong SAR;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$67.350,02;$48.899,76;$86.217,99;Kilograms
Europe;Western and Central Europe;Qatar;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$68.157,03;;$272.628,14;Kilograms
Europe;Western and Central Europe;Republic of Moldova;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$68.649,89;;;Kilograms
Europe;Western and Central Europe;Republic of Moldova;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$71.174,38;;;Kilograms
Europe;Western and Central Europe;Estonia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$71.174,38;$59.311,98;$88.967,97;Kilograms
Europe;Western and Central Europe;Finland;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$73.761,85;$36.880,93;$110.642,78;Kilograms
Asia;South Asia;State of Palestine;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$75.000,00;$70.000,00;$77.000,00;Kilograms
Europe;Western and Central Europe;China, Hong Kong SAR;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$80.000,26;$41.927,47;$105.989,02;Kilograms
Asia;East and South-East Asia;India;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2022;$154.340,67;;;Kilograms
Europe;Western and Central Europe;Australia;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2020;$159.530,39;$89.779,01;$220.994,48;Kilograms
Europe;Western and Central Europe;Sri Lanka;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2021;$177.609,98;;;Kilograms
Europe;Western and Central Europe;India;Cocaine-type drugs;Cocaine hydrochloride;;Wholesale;2023;$178.653,62;;;Kilograms
Europe;South-Eastern Europe;Andorra;Cocaine-type drugs;Cocaine-type drugs;;Retail;2020;;$57,21;$68,65;Grams
Europe;Western and Central Europe;Serbia;Cocaine-type drugs;Cocaine-type drugs;;Retail;2021;;$71,17;$118,62;Grams
Europe;South-Eastern Europe;Israel;Cocaine-type drugs;Cocaine-type drugs;;Retail;2021;;$77,21;$247,07;Grams
Europe;Western and Central Europe;Australia;Cocaine-type drugs;Cocaine-type drugs;;Retail;2021;;$150,49;$451,47;Grams
Asia;Near and Middle East/ South-West Asia;Egypt;Cocaine-type drugs;Cocaine-type drugs;;Retail;2020;;$158,55;$190,26;Grams
Europe;Western and Central Europe;Australia;Cocaine-type drugs;Cocaine-type drugs;;Retail;2022;;$173,85;$417,25;Grams
Europe;South-Eastern Europe;New Zealand;Cocaine-type drugs;Cocaine-type drugs;;Retail;2023;;$2.764,13;$6.142,51;Ounce
Europe;Western and Central Europe;Uzbekistan;Cocaine-type drugs;Cocaine-type drugs;;Retail;2022;;$37.000,00;$46.000,00;Kilograms
